Labels;Repo;Predictions
General,Computer Vision;https://github.com/howardyclo/maskrcnn-benchmark;
General,Computer Vision;https://github.com/a-martyn/unet;
General,Computer Vision;https://github.com/akanimax/attn_gan_pytorch;
General,Natural Language Processing;https://github.com/kaituoxu/Speech-Transformer;
General,Computer Vision;https://github.com/HongSic/DarknetAI;
General,Computer Vision;https://github.com/km1414/CNN-models;
General,Computer Vision;https://github.com/MIC-DKFZ/RegRCNN;
General,Reinforcement Learning;https://github.com/bentrevett/pytorch-rl;
General,Computer Vision;https://github.com/hpnair/18663_Project_FBNet;
General,Computer Vision;https://github.com/nhatsmrt/torch-styletransfer;
General,Computer Vision;https://github.com/petrum01/Capstone_project_object_detection;
General,Reinforcement Learning;https://github.com/markub3327/rl-toolkit;
General,Computer Vision;https://github.com/LsAntonio/60daysofudacity;
General,Reinforcement Learning;https://github.com/intelligent-environments-lab/CityLearn;
General,Natural Language Processing;https://github.com/DeokO/bert-excercise-ongoing;
General,Natural Language Processing;https://github.com/ypeleg/MinimalIsAllYouNeed;
General,Computer Vision;https://github.com/koshian2/SNGAN;
General,Computer Vision;https://github.com/solapark/darknet_interpark;
General,Computer Vision;https://github.com/shoji9x9/CIFAR-10-By-small-ResNet;
General,Computer Vision;https://github.com/raghakot/keras-resnet;
General,Computer Vision;https://github.com/leaderj1001/BottleneckTransformers;
General,Computer Vision;https://github.com/y0ast/Glow-PyTorch;
General,Computer Vision;https://github.com/saikrishnadas/ResNet-Pytorch;
General,Computer Vision;https://github.com/aby2s/sharpmask;
General,Computer Vision;https://github.com/northeastsquare/effficientnet;
Sequential,General,Natural Language Processing;https://github.com/philippwirth/awd-lstm-test;Natural Language Processing
General;https://github.com/nv-quan/insightface-attendance;
General,Natural Language Processing;https://github.com/Gaozhen0816/BERT_QA_For_AILaw;
General,Computer Vision;https://github.com/tomguluson92/StyleGAN2_PyTorch;
General,Computer Vision;https://github.com/mattdutson/mobilenet;
General,Computer Vision;https://github.com/vendyv/CodeSpeedy_Internship;
General,Computer Vision;https://github.com/NVIDIA/retinanet-examples;
General,Natural Language Processing;https://github.com/magic-lantern/nlp-transfer-learning;
General,Natural Language Processing;https://github.com/why2000/DuReader-bert;
General,Reinforcement Learning;https://github.com/khanhptnk/bandit-nmt;
General,Computer Vision;https://github.com/ZTao-z/multiflow-resnet-ssd;
General,Natural Language Processing;https://github.com/chrisleunglokhin/Capstone-BERT;
Sequential,General;https://github.com/snipsco/ntm-lasagne;Unknown
General,Computer Vision;https://github.com/rosasalberto/StyleGAN2-TensorFlow-2.x;
General,Computer Vision;https://github.com/chrhenning/hypercl;
General,Computer Vision;https://github.com/eatamath/metallic;
General,Computer Vision;https://github.com/harpreetsodhi/ChangeMyPet_Deep_Learning_Model;
General,Reinforcement Learning;https://github.com/openai/universe-starter-agent;
Sequential,General;https://github.com/fuchason/NTM-keras;Natural Language Processing
General,Natural Language Processing;https://github.com/Aveek-Saha/Transformer;
General,Computer Vision;https://github.com/mnikitin/channel-attention;
General;https://github.com/kevin51jiang/htv-iv;
General,Computer Vision;https://github.com/francis-kang/handson-unsupervised-learning;
Sequential,General;https://github.com/Smerity/sha-rnn;Natural Language Processing
General,Computer Vision;https://github.com/gsudllab/PaperTemplate;
General,Natural Language Processing;https://github.com/facebookresearch/transformer-sequential;
General,Natural Language Processing;https://github.com/Deepayan137/Adapting-OCR;
General,Natural Language Processing;https://github.com/xuzhezhaozhao/bert_reading;
General,Natural Language Processing;https://github.com/Tikquuss/meta_XLM;
General,Computer Vision;https://github.com/mcaseyrehm/pix2pixColab;
General,Computer Vision;https://github.com/jiportilla/edge-max-object-detector;
General,Computer Vision;https://github.com/akashgit/stylegan2_wt;
General,Natural Language Processing;https://github.com/dbonner/tf1_bert;
General,Computer Vision;https://github.com/zzhuolun/IRL;
General,Natural Language Processing,Computer Vision;https://github.com/lukemelas/PyTorch-Pretrained-ViT;
General,Computer Vision;https://github.com/Uemuet/gan2;
General,Natural Language Processing;https://github.com/rickyHong/Google-BERT-repl;
General,Natural Language Processing;https://github.com/tomdyer10/fake_news;
General,Natural Language Processing;https://github.com/cospplay/bert-master;
General,Natural Language Processing;https://github.com/leejieun51/transformer;
General;https://github.com/grtzsohalf/pt.darts;
General,Computer Vision;https://github.com/adnanalam53/cycleGAN;
General,Computer Vision;https://github.com/Shraddha2013/darknett;
General,Natural Language Processing;https://github.com/mdaniluk/language-detector;
General,Computer Vision;https://github.com/gunpowder1473/CycleGan_Tensorflow;
General,Computer Vision;https://github.com/hweersot/darknet-custom;
General;https://github.com/ky941122/darts-experiment;
General,Computer Vision;https://github.com/ayushpalak/darknet_multi_cokebottles;
General,Natural Language Processing;https://github.com/shanry/bert;
General,Computer Vision;https://github.com/g61412333/pix2pix-tensorflow;
General;https://github.com/mike07026/insightface_20190620;
General,Computer Vision;https://github.com/sudharavali/objectDetectionYOLO;
General,Computer Vision;https://github.com/LuigiRussoDev/ResNets;
General,Computer Vision;https://github.com/nawta/GSoC_deeplense_assignment;
General,Computer Vision;https://github.com/skbadhsm/darknet2;
General,Computer Vision;https://github.com/Sontref/CycleGAN;
General,Computer Vision;https://github.com/whai362/PVT;
General,Natural Language Processing;https://github.com/feizc/Machine-Translation-Pytorch;
General,Computer Vision;https://github.com/alvarobartt/serving-pytorch-models;
General,Reinforcement Learning;https://github.com/Kaixhin/NoisyNet-A3C;
General,Computer Vision;https://github.com/IrvingMeng/MagFace;
General,Natural Language Processing,Computer Vision;https://github.com/lucidrains/se3-transformer-pytorch;
General,Natural Language Processing;https://github.com/CGCL-codes/naturalcc;
General,Audio;https://github.com/rishikksh20/VocGAN;
General,Computer Vision;https://github.com/paperswithcode/paperswithcode-client;
General,Computer Vision;https://github.com/kevin-ssy/ViP;
General,Computer Vision;https://github.com/lucidrains/g-mlp-gpt;
Sequential,General;https://github.com/S-Abdelnabi/awt;Natural Language Processing
General,Computer Vision;https://github.com/tmabraham/UPIT;
General,Computer Vision;https://github.com/hanouticelina/deformable-DETR;
General,Computer Vision;https://github.com/Rishit-dagli/Greenathon-Plant-AI;
General,Computer Vision;https://github.com/lucidrains/res-mlp-pytorch;
General,Computer Vision;https://github.com/philcryer/randota;
General,Computer Vision;https://github.com/yangorwell/NGPlus;
General,Natural Language Processing;https://github.com/drumpt/Transformer;
General,Natural Language Processing;https://github.com/Osobarako/alduswarrensewell;
General;https://github.com/SsnL/moco_align_uniform;
General,Audio,Computer Vision;https://github.com/Janspiry/Image-Super-Resolution-via-Iterative-Refinement;
General,Computer Vision;https://github.com/STASYA00/UrbanGen;
General,Computer Vision;https://github.com/sithu31296/image-classification;
General,Computer Vision;https://github.com/SimoneDutto/EDSR;
General,Computer Vision;https://github.com/NDCHIRO/Cartoonizer;
General,Computer Vision;https://github.com/shikhadahiya/Image-to-image-translation-using-C-GAN;
General,Computer Vision;https://github.com/tonylins/pytorch-mobilenet-v2;
Sequential,General,Natural Language Processing;https://github.com/ari-holtzman/genlm;Natural Language Processing
General,Computer Vision;https://github.com/okason97/DenseNet-Tensorflow2;
General,Computer Vision;https://github.com/seansoleyman/cifar10-resnet;
General,Natural Language Processing;https://github.com/tyxr/bert;
General,Computer Vision;https://github.com/wangxianhao/Improved-YOLOv3-for-UAV;
General,Computer Vision;https://github.com/Lornatang/ResNet-PyTorch;
General,Computer Vision;https://github.com/pyaf/DenseNet-MURA-PyTorch;
General,Computer Vision;https://github.com/VamsiKrishna1211/gender_age-detection;
General,Computer Vision;https://github.com/whai362/PytorchInsight;
General,Computer Vision;https://github.com/KaiyangZhou/mixstyle-release;
General,Computer Vision;https://github.com/holdfire/CLS;
General,Computer Vision;https://github.com/dgedon/CycleGAN-for-Emojis;
General,Computer Vision;https://github.com/chencq1234/maskrcnn_facebook;
General,Computer Vision;https://github.com/WuChenshen/MeRGAN;
General;https://github.com/quark0/darts;
General,Computer Vision;https://github.com/random-quark/pix2pix-tensorflow;
Sequential,General;https://github.com/0fengzi0/tacotron;Speech
General,Computer Vision;https://github.com/MaxwellHeller/coffee_fraud_detection;
General,Natural Language Processing;https://github.com/MaZhiyuanBUAA/bert-tf1.4.0;
General,Computer Vision;https://github.com/manishravula/yolov3_tiny_pruned;
General,Computer Vision;https://github.com/itsuki8914/wgan-gp-TensorFlow;
General,Computer Vision;https://github.com/makatx/YOLO_ResNet;
General,Computer Vision;https://github.com/JesonZhang822/Dogs-VS-Cats-Project;
General,Computer Vision;https://github.com/eriklindernoren/PyTorch-GAN;
General,Computer Vision;https://github.com/YerevaNN/DIIN-in-Keras;
Sequential,General;https://github.com/r9y9/deepvoice3_pytorch;Speech
General,Computer Vision;https://github.com/donand/GAN_pytorch;
General,Computer Vision;https://github.com/svikramank/pix2pix;
General,Computer Vision;https://github.com/zj463261929/darknet_mAP;
General,Natural Language Processing;https://github.com/Remiphilius/PoemesProfonds;
General,Computer Vision;https://github.com/chrischute/glow;
General,Computer Vision;https://github.com/mit-han-lab/once-for-all;
General,Natural Language Processing;https://github.com/hpanwar08/sentence-classification-pytorch;
General,Computer Vision;https://github.com/bhfs9999/maskrcnn_isic;
General,Computer Vision;https://github.com/andreasveit/densenet-pytorch;
General,Computer Vision;https://github.com/matteodalessio/CycleGAN-android;
General,Computer Vision;https://github.com/suhas1999/Flip-kart-grid-challenge;
General,Computer Vision;https://github.com/GKalliatakis/Keras-VGG16-places365;
General,Natural Language Processing;https://github.com/ethancaballero/neural-engineers-first-attempt;
General,Computer Vision;https://github.com/lssily/maskrcnn-benchmark-master;
General,Computer Vision;https://github.com/noahfl/densenet-sdr;
General,Computer Vision;https://github.com/theburgman21/Pix2Pix-Deblurrer;
General,Natural Language Processing;https://github.com/JRC1995/Abstractive-Summarization;
General,Computer Vision;https://github.com/ghadahamed/darknet;
General,Computer Vision;https://github.com/JinyongJeong/DeeplabV3_Apolloscape_and_CityScape;
General,Computer Vision;https://github.com/SimJeg/FC-DenseNet;
General,Reinforcement Learning;https://github.com/Khrylx/PyTorch-RL;
General,Computer Vision;https://github.com/jianshen92/stanford-car-grab-challenge;
General,Natural Language Processing;https://github.com/vijay120/bert;
General,Computer Vision;https://github.com/ZTao-z/ProxylessNAS;
General,Computer Vision;https://github.com/solapark/darknet_partdet_tmp;
General,Computer Vision;https://github.com/shicai/MobileNet-Caffe;
General,Natural Language Processing;https://github.com/flyliu2017/bert_modularized;
General,Computer Vision;https://github.com/ChengBinJin/WGAN-GP-tensorflow;
General,Natural Language Processing;https://github.com/demelin/nematode;
General,Natural Language Processing;https://github.com/deepset-ai/bert-tensorflow;
General,Computer Vision;https://github.com/artynet/darknet-alexeyAB;
General,Computer Vision;https://github.com/cydessole/AnimeLife;
General,Computer Vision;https://github.com/wangvation/torch-mobilenet;
General,Computer Vision;https://github.com/rolux/stylegan2tpu;
General,Computer Vision;https://github.com/ZhangGongjie/CycleGAN-Pytorch;
General,Computer Vision;https://github.com/JinLi711/Convolution_Variants;
General,Computer Vision;https://github.com/dwaithe/darknet3AB;
General,Computer Vision;https://github.com/henry32144/wgan-gp-tensorflow;
General,Natural Language Processing;https://github.com/amagooda/SummaRuNNer_coattention;
General,Natural Language Processing;https://github.com/deepmind/pg19;
